                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.4642,                 12.014,                 4.3279,                0.00041,                0.47826,                0.00074,                0.00025,                 3.0995,                 8.0979,                 4.1553,                 0.0901,                 0.0011,                 0.0011
